customer_id, customer_name                  , address                                , zip_code , phone        , city                       , country, notes  , SID 
246, MARIAN MENDOZA        , 829 Grand Prairie Way                  ,6461,7.41E+11, Maring?í                   , Brazil, active ,1
126, ELLEN SIMPSON         , 1666 Qomsheh Drive                     ,66255,5.83E+11, Po?í                       , Brazil, active ,1
254, MAXINE SILVA          , 1338 Zalantun Lane                     ,45403,8.41E+11, Po?ºos de Caldas           , Brazil, active ,2
74, DENISE KELLY          , 1206 Dos Quebradas Place               ,20207,2.42E+11, Rio Claro                  , Brazil, active ,1
178, MARION SNYDER         , 1891 Rizhao Boulevard                  ,47288,3.91E+11, Santa B?írbara d??Oeste    , Brazil, active ,2
354, JUSTIN NGO            , 519 Nyeri Manor                        ,37650,7.65E+11, Santo Andr?®               , Brazil, active ,2
544, CODY NOLEN            , 1715 Okayama Street                    ,55676,1.69E+11, S?úo Bernardo do Campo     , Brazil                                , active ,2
443, FRANCISCO SKIDMORE    , 614 Denizli Parkway                    ,29444,8.76E+11, S?úo Leopoldo              , Brazil, active ,2
314, GEORGE LINTON         , 1957 Yantai Lane                       ,59255,7.05E+11, Sorocaba                   , Brazil, active ,1
39, DEBRA NELSON          , 306 Antofagasta Place                  ,3989,3.78E+11, Vila Velha                 , Brazil, active ,1
374, JEREMY HURTADO        , 1133 Rizhao Avenue                     ,2800,6.00E+11, Vit??ria de Santo Ant?úo   , Brazil, active ,2
91, LOIS BUTLER           , 1370 Le Mans Avenue                    ,52163,3.46E+11, Bandar Seri Begawan        , Brunei                                , active ,2
540, TYRONE ASHER          , 191 Jos?® Azueta Parkway               ,13629,9.32E+11, Ruse                       , Bulgaria, active ,1
215, JESSIE BANKS          , 1229 Valencia Parkway                  ,99124,3.53E+11, Stara Zagora               , Bulgaria, active ,2
516, ELMER NOE             , 1768 Udine Loop                        ,32347,4.49E+11, Battambang                 , Cambodia, active ,2
228, ALLISON STANLEY       , 754 Valencia Place                     ,87911,5.94E+11, Phnom Penh                 , Cambodia, active ,2
352, ALBERT CROUSE         , 1641 Changhwa Place                    ,37636,2.57E+11, Bamenda                    , Cameroon, active ,1
361, LAWRENCE LAWTON       , 114 Jalib al-Shuyukh Manor             ,60440,8.45E+11, Yaound?®                   , Cameroon, active ,2
476, DERRICK BOURQUE       , 1153 Allende Way                       ,20336,8.57E+11, Gatineau                   , Canada, active ,1
463, DARRELL POWER         , 1844 Usak Avenue                       ,84461,1.64E+11, Halifax                    , Canada, active ,2
189, LORETTA CARPENTER     , 891 Novi Sad Manor                     ,5379,2.48E+11, Oshawa                     , Canada, active ,1
410, CURTIS IRBY           , 432 Garden Grove Street                ,65630,6.16E+11, Richmond Hill              , Canada, active ,2
436, TROY QUIGLEY          , 983 Santa F?® Way                      ,47472,1.46E+11, Vancouver                  , Canada, active ,1
535, JAVIER ELROD          , 195 Ilorin Street                      ,49250,8912935608, NDjamna                    , Chad                                  , active ,1
45, JANET PHILLIPS        , 1718 Valencia Street                   ,37359,6.75E+11, Antofagasta                , Chile, active ,1
515, ANDRE RAPP            , 568 Dhule (Dhulia) Loop                ,92568,6.02E+11, Coquimbo                   , Chile, active ,1
464, JEROME KENYON         , 1872 Toulon Loop                       ,7939,9.29E+11, Rancagua                   , Chile, active ,1
538, TED BREAUX            , 183 Haiphong Street                    ,69953,4.89E+11, Baicheng                   , China, active ,2
495, CHARLIE BESS          , 362 Rajkot Lane                        ,98030,9.62E+11, Baiyin                     , China, active ,2
533, JESSIE MILAM          , 1332 Gaziantep Lane                    ,22813,3.83E+11, Binzhou                    , China, active ,1
197, SUE PETERS            , 817 Bradford Loop                      ,89459,2.64E+11, Changzhou                  , China, active ,2
260, CHRISTY VARGAS        , 1158 Mandi Bahauddin Parkway           ,98484,2.77E+11, Datong                     , China, active ,1
64, JUDITH COX            , 1966 Amroha Avenue                     ,70385,3.33E+11, Daxian                     , China,        ,2
466, LEO EBERT             , 1322 Mosul Parkway                     ,95400,2.68E+11, Dongying                   , China, active ,1
389, ALAN KAHN             , 753 Ilorin Avenue                      ,3656,4.65E+11, Emeishan                   , China, active ,1
110, TIFFANY JORDAN        , 804 Elista Drive                       ,61069,3.80E+11, Enshi                      , China, active ,2
313, DONALD MAHON          , 1774 Yaound?® Place                    ,91400,6.13E+11, Ezhou                      , China, active ,2
211, STACEY MONTGOMERY     , 1333 Haldia Street                     ,82161,4.08E+11, Fuyu                       , China, active ,1
281, LEONA OBRIEN          , 1308 Sumy Loop                         ,30657,5.83E+11, Fuzhou                     , China, active ,2
552, HUGH WALDROP          , 904 Clarksville Drive                  ,52234,9.55E+11, Haining                    , China, active ,2
165, LORRAINE STEPHENS     , 154 Tallahassee Loop                   ,62250,9.36E+11, Hami                       , China, active ,2
138, HAZEL WARREN          , 1587 Sullana Lane                      ,85769,4.68E+11, Hohhot                     , China, active ,1
384, ERNEST STEPP          , 500 Lincoln Parkway                    ,95509,5.50E+11, Huai??an                   , China, active ,2
168, REGINA BERRY          , 475 At?íinsk Way                       ,59571,2.02E+11, Jinchang                   , China, active ,1
594, EDUARDO HIATT         , 1837 Kaduna Parkway                    ,82580,6.41E+11, Jining                     , China, active ,1
595, TERRENCE GUNDERSON    , 844 Bucuresti Place                    ,36603,9.36E+11, Jinzhou                    , China, active ,1
435, RICKY SHELBY          , 722 Bradford Lane                      ,90920,7.46E+11, Junan                      , China, active ,2
283, FELICIA SUTTON        , 226 Halifax Street                     ,58492,7.91E+11, Korla                      , China, active ,1
151, MEGAN PALMER          , 1560 Jelets Boulevard                  ,77777,1.89E+11, Laiwu                      , China, active ,2
422, MELVIN ELLINGTON      , 1557 Cape Coral Parkway                ,46875,3.68E+11, Laohekou                   , China, active ,1
267, MARGIE WADE           , 1762 Paarl Parkway                     ,53928,1.92E+11, Lengshuijiang              , China, active ,1
569, DAVE GARDINER         , 1052 Pathankot Avenue                  ,77397,1.28E+11, Leshan                     , China, active ,2
129, CARRIE PORTER         , 1854 Tieli Street                      ,15819,5.09E+11, Liaocheng                  , China, active ,1
90, RUBY WASHINGTON       , 1952 Chatsworth Drive                  ,225958,9.92E+11, Meixian                    , China, active ,2
37, PAMELA BAKER          , 1440 Fukuyama Loop                     ,47929,9.12E+11, Nanyang                    , China, active ,1
169, ERICA MATTHEWS        , 1294 Firozabad Drive                   ,70618,1.62E+11, Pingxiang                  , China,        ,2
242, GLENDA FRAZIER        , 1246 Boksburg Parkway                  ,28349,8.90E+11, Qinhuangdao                , China, active ,1
496, TYLER WREN            , 1060 Tandil Lane                       ,72349,2.11E+11, Rizhao                     , China, active ,2
546, KELLY KNOTT           , 390 Wroclaw Way                        ,5753,3.58E+11, Sanya                      , China, active ,1
424, KYLE SPURLOCK         , 1269 Botosani Manor                    ,47394,7.37E+11, Shanwei                    , China                                 , active ,2
485, CLYDE TOBIAS          , 1909 Dayton Avenue                     ,88513,7.03E+11, Shaoguan                   , China, active ,1
378, EUGENE CULPEPPER      , 686 Donostia-San Sebasti?ín Lane       ,97390,71857599858, Shenzhen                   , China, active ,1
511, CHESTER BENNER        , 1574 Goi?ónia Boulevard                ,39529,59634255214, Suihua                     , China, active ,1
249, DORA MEDINA           , 1760 Oshawa Manor                      ,38140,56257502250, Tianjin                    , China, active ,2
302, MICHAEL SILVERMAN     , 1908 Gaziantep Place                   ,58979,1.08E+11, Tiefa                      , China, active ,1
599, AUSTIN CINTRON        , 1325 Fukuyama Street                   ,27107,2.88E+11, Tieli                      , China, active ,2
442, LEROY BUSTAMANTE      , 105 Dzerzinsk Manor                    ,48570,2.41E+11, Tongliao                   , China, active ,1
588, MARION OCAMPO         , 1464 Kursk Parkway                     ,17381,3.39E+11, Weifang                    , China, active ,1
241, HEIDI LARSON          , 1103 Bilbays Parkway                   ,87660,2.80E+11, Xi??angfan                 , China,        ,2
67, KELLY TORRES          , 1586 Guaruj?í Place                    ,5135,9.47E+11, Xi??angtan                 , China, active ,1
564, BOB PFEIFFER          , 415 Pune Avenue                        ,44274,2.03E+11, Xintai                     , China, active ,2
339, WALTER PERRYMAN       , 1909 Benguela Lane                     ,19913,6.24E+11, Xinxiang                   , China, active ,2
272, KAY CALDWELL          , 85 San Felipe de Puerto Plata Drive    ,46063,1.71E+11, Yantai                     , China, active ,1
484, ROBERTO VU            , 1297 Alvorada Parkway                  ,11839,5.08E+11, Yinchuan                   , China                                 , active ,1
521, ROLAND SOUTH          , 1993 0 Loop                            ,41214,25865528181, Yingkou                    , China, active ,2
154, MICHELE GRANT         , 798 Cianjur Avenue                     ,76990,4.99E+11, Yuncheng                   , China, active ,2
324, GARY COY              , 867 Benin City Avenue                  ,78543,1.69E+11, Yuzhou                     , China, active ,2
93, PHYLLIS FOSTER        , 832 Nakhon Sawan Manor                 ,49021,2.76E+11, Zalantun                   , China, active ,1
514, FRANKLIN TROUTMAN     , 1778 Gij??n Manor                      ,35156,2.89E+11, Zaoyang                    , China, active ,2
550, GUY BROWNLEE          , 346 Cam Ranh Avenue                    ,39976,9.78E+11, Zhoushan                   , China, active ,2
235, JACKIE LYNCH          , 98 Stara Zagora Boulevard              ,76448,6.10E+11, Buenaventura               , Colombia, active ,1
120, SYLVIA ORTIZ          , 241 Mosul Lane                         ,76157,7.65E+11, Dos Quebradas              , Colombia, active ,2
460, LEON BOSTIC           , 734 Tanshui Avenue                     ,70664,3.67E+11, Florencia                  , Colombia, active ,1
180, STACY CUNNINGHAM      , 1410 Benin City Parkway                ,29747,1.04E+11, Pereira                    , Colombia, active ,2
87, WANDA PATTERSON       , 1740 Portoviejo Avenue                 ,29932,1.98E+11, Sincelejo                  , Colombia, active ,1
490, SAM MCDUFFIE          , 656 Matamoros Drive                    ,19489,17305839123, Sogamoso                   , Colombia, active ,1
387, JESSE SCHILLING       , 514 Ife Way                            ,69973,9.00E+11, Lubumbashi                 ," Congo, The Democratic Republic of the ", active ,2
375, AARON SELBY           , 1519 Santiago de los Caballeros Loop   ,22025,4.09E+11, Mwene-Ditu                 ," Congo, The Democratic Republic of the ", active ,2
265, JENNIE TERRY          , 682 Halisahar Place                    ,20536,4.76E+11, Olomouc                    , Czech Republic                        , active ,2
437, RANDALL NEUMANN       , 1245 Ibirit?® Way                      ,40926,3.32E+11, La Romana                  , Dominican Republic                    , active ,2
418, JEFF EAST             , 437 Chungho Drive                      ,59489,4.91E+11, San Felipe de Puerto Plata , Dominican Republic                    , active ,2
258, MYRTLE FLEMING        , 532 Toulon Street                      ,69517,46871694740, Santiago de los Caballeros , Dominican Republic                    , active ,1
589, TRACY HERRMANN        , 1074 Sanaa Parkway                     ,22474,1.54E+11, Loja                       , Ecuador, active ,1
262, PATSY DAVIDSON        , 816 Cayenne Parkway                    ,93629,2.83E+11, Portoviejo                 , Ecuador, active ,2
494, RAMON CHOATE          , 1954 Kowloon and New Kowloon Way       ,63667,8.99E+11, R?¡obamba                  , Ecuador, active ,2
559, EVERETT BANDA         , 1741 Hoshiarpur Boulevard              ,22372,8.55E+11, Bilbays                    , Egypt, active ,2
233, LILLIE KIM            , 1736 Cavite Place                      ,98775,4.32E+11, Idfu                       , Egypt, active ,2
491, RICK MATTOX           , 775 ?áostka Drive                      ,22358,1.72E+11, Mit Ghamr                  , Egypt, active ,2
134, EMMA BOYD             , 765 Southampton Drive                  ,4285,23712411567, Qalyub                     , Egypt, active ,1
423, ALFRED CASILLAS       , 1727 Matamoros Place                   ,78813,1.30E+11, Sawhaj                     , Egypt, active ,2
119, SHERRY MARSHALL       , 1987 Coacalco de Berrioz?íbal Loop     ,96065,7.88E+11, Shubra al-Khayma           , Egypt, active ,1
444, MARCUS HIDALGO        , 1289 Bel?®m Boulevard                  ,88306,2.37E+11, Tartu                      , Estonia, active ,2
392, SEAN DOUGLASS         , 614 Pak Kret Street                    ,27796,47808359842, Addis Abeba                , Ethiopia, active ,2
317, EDWARD BAUGH          , 1359 Zhoushan Parkway                  ,29763,46568045367, T??rshavn                  , Faroe Islands                         , active ,2
298, ERIKA PENA            , 898 Jining Lane                        ,40070,1.62E+11, Oulu                       , Finland, active ,1
402, LUIS YANEZ            , 1346 Mysore Drive                      ,61507,5.17E+11, Brest                      , France, active ,1
162, LAUREN HUDSON         , 1740 Le Mans Loop                      ,22853,1.68E+11, Le Mans                    , France, active ,2
104, RITA GRAHAM           , 1386 Yangor Avenue                     ,80720,4.49E+11, Toulon                     , France, active ,1
35, VIRGINIA GREEN        , 391 Callao Drive                       ,34021,4.41E+11, Toulouse                   , France, active ,2
65, ROSE HOWARD           , 698 Otsu Street                        ,71110,4.10E+11, Cayenne                    , French Guiana                         , active ,2
43, CHRISTINE ROBERTS     , 1447 Imus Way                          ,48942,5.40E+11, Faaa                       , French Polynesia, active ,2
56, GLORIA COOK           , 1668 Saint Louis Place                 ,39072,3.47E+11, Papeete                    , French Polynesia                      , active ,1
584, SALVADOR TEEL         , 247 Jining Parkway                     ,53446,1.70E+11, Banjul                     , Gambia, active ,2
114, GRACE ELLIS           , 442 Rae Bareli Place                   ,24321,8.87E+11, Duisburg                   , Germany, active ,2
448, MIGUEL BETANCOURT     , 319 Springs Loop                       ,99552,72524459905, Erlangen                   , Germany, active ,1
251, VICKIE BREWER         , 1966 Tonghae Street                    ,336481,5.67E+11, Halle/Saale                , Germany, active ,2
196, ALMA AUSTIN           , 1074 Binzhou Manor                     ,36490,3.31E+11, Mannheim                   , Germany, active ,1
227, COLLEEN BURTON        , 430 Alessandria Loop                   ,47446,6.70E+11, Saarbr??cken               , Germany, active ,1
195, VANESSA SIMS          , 1792 Valle de la Pascua Place          ,15540,4.19E+11, Siegen                     , Germany, active ,1
201, VICKI FIELDS          , 68 Molodet?íno Manor                   ,4662,1.47E+11, Witten                     , Germany, active ,1
3, LINDA WILLIAMS        , 692 Joliet Street                      ,83579,4.48E+11, Athenai                    , Greece, active ,1
596, ENRIQUE FORSYTHE      , 1101 Bucuresti Boulevard               ,97661,2.00E+11, Patras                     , Greece, active ,1
207, GERTRUDE CASTILLO     , 850 Salala Loop                        ,10800,4.03E+11, Nuuk                       , Greenland, active ,1
26, JESSICA HALL          , 18 Duisburg Boulevard                  ,58327,9.98E+11, Citt?á del Vaticano        , Holy See (Vatican City State)         , active ,2
289, VIOLET RODRIQUEZ      , 1912 Allende Manor                     ,58124,1.72E+11, Kowloon and New Kowloon    , Hong Kong                             , active ,1
592, TERRANCE ROUSH        , 42 Fontana Avenue                      ,14684,4.38E+11, Sz?®kesfeh?®rv?ír          , Hungary,        ,1
367, ADAM GOOCH            , 230 Urawa Drive                        ,2738,1.67E+11, Adoni                      , India, active ,1
297, SHERRI RHODES         , 922 Vila Velha Loop                    ,4085,5.11E+11, Ahmadnagar                 , India, active ,1
175, ANNETTE OLSON         , 431 Xi??angtan Avenue                  ,4854,2.30E+11, Allappuzha (Alleppey)      , India, active ,1
225, ARLENE HARVEY         , 1014 Loja Manor                        ,66851,4.61E+11, Ambattur                   , India, active ,1
534, CHRISTIAN JUNG        , 949 Allende Lane                       ,67521,1.23E+11, Amroha                     , India,        ,1
208, LUCY WHEELER          , 624 Oshawa Boulevard                   ,89959,49677664184, Balurghat                  , India, active ,1
413, MARVIN YEE            , 126 Acu??a Parkway                     ,58888,4.80E+11, Berhampore (Baharampur)    , India, active ,2
379, CARLOS COUGHLIN       , 97 Mogiljov Lane                       ,89294,9.25E+11, Bhavnagar                  , India, active ,1
209, TONYA CHAPMAN         , 43 Dadu Avenue                         ,4855,95666951770, Bhilwara                   , India, active ,2
529, ERIK GUILLEN          , 635 Brest Manor                        ,40899,80593242951, Bhimavaram                 , India, active ,2
15, HELEN HARRIS          , 419 Iligan Lane                        ,72878,9.91E+11, Bhopal                     , India, active ,1
202, CARLA GUTIERREZ       , 642 Nador Drive                        ,3924,3.69E+11, Bhusawal                   , India, active ,2
468, TIM CARY              , 1257 Guadalajara Street                ,33599,1.95E+11, Bijapur                    , India, active ,1
167, SALLY PIERCE          , 1540 Wroclaw Drive                     ,62686,1.82E+11, Chandrapur                 , India, active ,2
509, RAUL FORTIER          , 1747 Rustenburg Place                  ,51369,4.43E+11, Chapra                     , India, active ,1
440, BERNARD COLBY         , 495 Bhimavaram Lane                    ,3,82088937724, Dhule (Dhulia)             , India, active ,1
121, JOSEPHINE GOMEZ       , 211 Chiayi Drive                       ,58186,6.66E+11, Etawah                     , India, active ,1
192, LAURIE LAWRENCE       , 9 San Miguel de Tucum?ín Manor         ,90845,9.56E+11, Firozabad                  , India, active ,1
117, EDITH MCDONALD        , 1967 Sincelejo Place                   ,773644,5.78E+11, Gandhinagar                , India, active ,1
370, WAYNE TRUONG          , 1049 Matamoros Parkway                 ,69640,9.61E+11, Gulbarga                   , India, active ,2
186, HOLLY FOX             , 435 0 Way                              ,74750,7.60E+11, Haldia                     , India, active ,2
259, LENA JENSEN           , 1027 Banjul Place                      ,50390,5.38E+11, Halisahar                  , India, active ,2
412, ALLEN BUTTERFIELD     , 791 Salinas Street                     ,40509,1.30E+11, Hoshiarpur                 , India, active ,2
136, ANITA MORALES         , 788 At?íinsk Street                    ,81691,1.46E+11, Hubli-Dharwad              , India, active ,2
60, MILDRED BAILEY        , 81 Hodeida Way                         ,55561,2.51E+11, Jaipur                     , India                                 , active ,1
32, AMY LOPEZ             , 176 Mandaluyong Place                  ,65213,6.28E+11, Jhansi                     , India, active ,1
224, PEARL GARZA           , 60 Po?ºos de Caldas Street             ,82338,9.63E+11, Jodhpur                    , India, active ,2
31, BRENDA WRIGHT         , 33 Gorontalo Way                       ,30348,7.46E+11, Kamarhati                  , India, active ,2
492, LESTER KRAUS          , 1013 Tabuk Boulevard                   ,96203,1.58E+11, Kanchrapara                , India, active ,2
274, NAOMI JENNINGS        , 1884 Shikarpur Avenue                  ,85548,9.60E+11, Karnal                     , India, active ,1
419, CHAD CARBONE          , 1948 Bayugan Parkway                   ,60622,9.87E+11, Katihar                    , India, active ,1
271, PENNY NEAL            , 1675 Xi??angfan Manor                  ,11763,2.71E+11, Kumbakonam                 , India,        ,1
316, STEVEN CURLEY         , 651 Pathankot Loop                     ,59811,1.39E+11, Miraj                      , India, active ,1
28, CYNTHIA YOUNG         , 1425 Shikarpur Manor                   ,65599,6.78E+11, Munger (Monghyr)           , India, active ,1
59, CHERYL MURPHY         , 1213 Ranchi Parkway                    ,94352,8.00E+11, Mysore                     , India, active ,1
152, ALICIA MILLS          , 1963 Moscow Place                      ,64863,7.61E+11, Nagaon                     , India, active ,1
268, NINA SOTO             , 1519 Ilorin Place                      ,49298,3.57E+11, Palghat (Palakkad)         , India, active ,1
300, JOHN FARNSWORTH       , 41 El Alto Parkway                     ,56883,51917807050, Parbhani                   , India, active ,1
95, PAULA BRYANT          , 1697 Tanauan Lane                      ,22870,4764773857, Pathankot                  , India, active ,2
296, RAMONA HALE           , 951 Stara Zagora Manor                 ,98573,4.30E+11, Patiala                    , India, active ,2
421, LEE HAWKS             , 1661 Abha Drive                        ,14400,2.70E+11, Pudukkottai                , India, active ,1
135, JUANITA MASON         , 943 Johannesburg Avenue                ,5892,90921003005, Pune                       , India, active ,2
426, BRADLEY MOTLEY        , 1596 Acu??a Parkway                    ,70425,1.57E+11, Purnea (Purnia)            , India, active ,1
78, LORI WOOD             , 936 Salzburg Lane                      ,96709,8.76E+11, Rae Bareli                 , India, active ,1
554, DWAYNE OLVERA         , 1447 Imus Place                        ,12905,62127829280, Rajkot                     , India, active ,1
336, JOSHUA MARK           , 1920 Weifang Avenue                    ,15643,8.70E+11, Rampur                     , India, active ,1
358, SAMUEL MARLOW         , 604 Bern Place                         ,5373,6.21E+11, Ranchi                     , India, active ,2
217, AGNES BISHOP          , 866 Shivapuri Manor                    ,22474,7.79E+11, Sambhal                    , India, active ,2
356, GERALD FULTZ          , 45 Aparecida de Goi?ónia Place         ,7431,6.50E+11, Satna                      , India, active ,2
238, NELLIE GARRETT        , 1964 Gij??n Manor                      ,14408,9.18E+11, Shimoga                    , India, active ,1
68, NICOLE PETERSON       , 57 Arlington Manor                     ,48960,9.90E+11, Shivapuri                  , India, active ,1
502, BRETT CORNWELL        , 1197 Sokoto Boulevard                  ,87687,8.69E+11, Siliguri (Shiliguri)       , India, active ,1
287, BECKY MILES           , 1993 Tabuk Lane                        ,64221,6.48E+11, Tambaram                   , India, active ,2
170, BEATRICE ARNOLD       , 1877 Ezhou Lane                        ,63337,2.65E+11, Udaipur                    , India, active ,1
446, THEODORE CULP         , 1704 Tambaram Manor                    ,2834,39463554936, Uluberia                   , India,        ,2
231, GEORGIA JACOBS        , 954 Kimchon Place                      ,42420,5.41E+11, Uttarpara-Kotrung          , India, active ,1
403, MIKE WAY              , 990 Etawah Loop                        ,79940,2.06E+11, Valparai                   , India, active ,1
123, SHANNON FREEMAN       , 117 Boa Vista Way                      ,6804,6.78E+11, Varanasi (Benares)         , India                                 , active ,2
508, MILTON HOWLAND        , 758 Korolev Parkway                    ,75474,4.42E+11, Vijayawada                 , India, active ,2
12, NANCY THOMAS          , 808 Bhopal Manor                       ,10672,4.66E+11, Yamuna Nagar               , India, active ,1
411, NORMAN CURRIER        , 1445 Carmen Parkway                    ,70809,5.99E+11, Cianjur                    , Indonesia                             , active ,1
239, MINNIE ROMERO         , 47 Syktyvkar Lane                      ,22236,63937119031, Ciomas                     , Indonesia, active ,2
328, JEFFREY SPEAR         , 1860 Taguig Loop                       ,559550,38158430589, Ciparay                    , Indonesia, active ,2
203, TARA RYAN             , 1688 Nador Lane                        ,61613,6.52E+11, Gorontalo                  , Indonesia, active ,1
